Lupinus,Balsamorhiza,Gaillardia,Achillea,Euphorbia,Sisymbrium,Bromus,Poa
0.9,0.65,0.9,1.0,0.7000000000000001,0.9500000000000001,0.9500000000000001,0.9500000000000001
0.9,0.65,0.8500000000000001,1.0,0.6000000000000001,0.9500000000000001,0.9500000000000001,1.0
0.8,0.65,0.8500000000000001,1.0,0.55,0.9500000000000001,0.9500000000000001,1.0
0.8500000000000001,0.6000000000000001,1.0,1.0,0.65,0.9500000000000001,0.9500000000000001,1.0
0.9,0.6000000000000001,0.8500000000000001,1.0,0.65,0.9500000000000001,0.9500000000000001,0.9500000000000001
