config,macro_F1,macro_AP,perfold_F1,perfold_sd
dense-grid top-1 MIL (ref),0.7557978506077287,0.8106357833981284,0.7390169400596918,0.026180498778216314
global-pool 768px (this run),0.601349056469395,0.6621879423988577,0.5933729082821763,0.019701666414877958
weighted avg (grid+global768),0.7576598194136666,0.8151307181967823,0.740395423021962,0.026596497674948767
stacking LR (grid+global768),0.6593898294547089,0.7771703498244633,0.6511306119580892,0.012493436013407279
