config,macro_F1,macro_AP,perfold_F1,perfold_sd
ground alone (ref),0.7557978506077287,0.8106357833981284,0.7390169400596918,0.026180498778216314
boost_fixed,0.6624769991125431,0.7058578446669346,0.6474527491671739,0.025574837119622988
boost_scaled,0.6908017699609803,0.7527247973543818,0.6793795635934636,0.03754338813272247
weighted avg late fusion (prev best),0.7630403868257529,0.8230907932481708,0.7439626972681685,0.0253781746328782
