config,macro_F1,macro_AP,perfold_F1,perfold_sd
noaug: linear (3-seed),0.6318388882337895,0.7152012091405755,0.6132741503322159,0.013287379320106395
noaug: mlp h256/p0.4 (3-seed),0.6661077376015138,0.7177982220876955,0.6478134261436759,0.025493462063062928
noaug: linear + mlp ENS,0.6838309996171668,0.7356525030025682,0.6631780965553793,0.026040418200734113
aug: linear (3-seed),0.6531536644458396,0.7195757955633102,0.6391568978566757,0.014697302619226289
aug: mlp h256/p0.4 (3-seed),0.6680409776129661,0.7215104784373189,0.6522062230700799,0.020936997511621782
aug: linear + mlp ENS,0.6889011384079744,0.7399534987402003,0.669973466119152,0.027251406448867425
