2026-06-16 15:52:14,219 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:14.219", "fix": null, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 0, "bytes": 0, "rtcm_age_s": null}}
2026-06-16 15:52:15,222 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:15.221", "fix": 3, "hAcc": 0.596, "vAcc": 0.824, "pdop": 0.9400000000000001, "sats": 27, "lat": 46.6751137, "lon": -114.0053107, "hMSL": 1213.851, "corr_age_bin": 0, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 0, "bytes": 0, "rtcm_age_s": null}}
2026-06-16 15:52:16,224 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:16.223", "fix": 3, "hAcc": 0.554, "vAcc": 0.772, "pdop": 0.9400000000000001, "sats": 27, "lat": 46.6751138, "lon": -114.0053107, "hMSL": 1213.868, "corr_age_bin": 0, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 2, "bytes": 37, "rtcm_age_s": 0.632}}
2026-06-16 15:52:17,226 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:17.225", "fix": 3, "hAcc": 0.463, "vAcc": 0.656, "pdop": 0.98, "sats": 27, "lat": 46.675111199999996, "lon": -114.00530739999999, "hMSL": 1212.848, "corr_age_bin": 0, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 6, "bytes": 491, "rtcm_age_s": 0.856}}
2026-06-16 15:52:18,227 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:18.227", "fix": 3, "hAcc": 0.4, "vAcc": 0.571, "pdop": 0.98, "sats": 28, "lat": 46.675109299999995, "lon": -114.00530479999999, "hMSL": 1212.151, "corr_age_bin": 0, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 6, "bytes": 491, "rtcm_age_s": 1.857}}
2026-06-16 15:52:19,229 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:19.229", "fix": 3, "hAcc": 0.358, "vAcc": 0.515, "pdop": 0.97, "sats": 28, "lat": 46.675108099999996, "lon": -114.0053032, "hMSL": 1211.75, "corr_age_bin": 0, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 10, "bytes": 945, "rtcm_age_s": 0.495}}
2026-06-16 15:52:20,231 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:20.231", "fix": 6, "hAcc": 0.014, "vAcc": 0.01, "pdop": 0.97, "sats": 28, "lat": 46.675106299999996, "lon": -114.0052891, "hMSL": 1209.8120000000001, "corr_age_bin": 0, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 10, "bytes": 945, "rtcm_age_s": 1.496}}
2026-06-16 15:52:21,235 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:21.235", "fix": 6, "hAcc": 0.014, "vAcc": 0.01, "pdop": 0.97, "sats": 28, "lat": 46.675106299999996, "lon": -114.00528899999999, "hMSL": 1209.803, "corr_age_bin": 0, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 10, "bytes": 945, "rtcm_age_s": 2.501}}
2026-06-16 15:52:22,237 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:22.237", "fix": 6, "hAcc": 0.014, "vAcc": 0.01, "pdop": 0.97, "sats": 28, "lat": 46.675106299999996, "lon": -114.0052891, "hMSL": 1209.814, "corr_age_bin": 0, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 14, "bytes": 1399, "rtcm_age_s": 0.94}}
2026-06-16 15:52:23,238 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:23.238", "fix": 6, "hAcc": 0.014, "vAcc": 0.01, "pdop": 0.97, "sats": 28, "lat": 46.675106299999996, "lon": -114.0052891, "hMSL": 1209.816, "corr_age_bin": 0, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 18, "bytes": 1853, "rtcm_age_s": 0.735}}
2026-06-16 15:52:30,226 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:30.226", "fix": 6, "hAcc": 0.014, "vAcc": 0.01, "pdop": 0.97, "sats": 28, "lat": 46.675106199999995, "lon": -114.00528899999999, "hMSL": 1209.82, "corr_age_bin": 0, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 36, "bytes": 3706, "rtcm_age_s": 0.062}}
2026-06-16 15:52:31,294 [INFO] go2_survey.gps.telemetry: {"t": "2026-06-16T15:52:31.294", "fix": 6, "hAcc": 0.014, "vAcc": 0.01, "pdop": 0.97, "sats": 28, "lat": 46.675111799999996, "lon": -114.0052934, "hMSL": 1209.768, "corr_age_bin": 0, "ntrip": {"state": "connected", "mountpoint": "MP22385", "msgs": 36, "bytes": 3706, "rtcm_age_s": 1.13}}
